Date,CPI,Price,Dividend,
1871.01,12.46,99.37,5.82,
1871.02,12.84,97.73,5.65,
1871.03,13.03,98.66,5.56,
1871.04,12.56,105.29,5.78,
1871.05,12.27,110.46,5.91,
1871.06,12.08,111.28,6.00,
1871.07,12.08,109.20,6.00,
1871.08,11.89,112.35,6.10,
1871.09,12.18,110.87,5.96,
1871.1,12.37,103.52,5.86,
1871.11,12.37,104.65,5.86,
1871.12,12.65,104.49,5.73,
1872.01,12.65,107.14,5.80,
1872.02,12.65,107.58,5.88,
1872.03,12.84,109.46,5.86,
1872.04,13.13,110.06,5.81,
1872.05,13.13,110.06,5.88,
1872.06,13.03,109.79,5.99,
1871.12,12.65,104.49,5.73,
1872.01,12.65,107.14,5.80,
1872.02,12.65,107.58,5.88,
1872.03,12.84,109.46,5.86,
1872.04,13.13,110.06,5.81,
1872.05,13.13,110.06,5.88,
1872.06,13.03,109.79,5.99,
1872.07,12.84,110.76,6.15,
1872.08,12.94,108.66,6.18,
1872.09,13.03,105.94,6.21,
1872.1,12.75,108.75,6.42,
1872.11,13.13,105.17,6.30,
1872.12,12.94,109.30,6.47,
1873.01,12.94,110.17,6.52,
1873.02,13.23,108.63,6.43,
1873.03,13.23,107.79,6.49,
1873.04,13.23,106.31,6.54,
1873.05,12.94,108.87,6.74,
1873.06,12.56,110.62,7.00,
1873.07,12.56,110.39,7.05,
1873.08,12.56,110.39,7.11,
1873.09,12.56,101.95,7.16,
1873.1,12.27,95.23,7.39,
1873.11,11.89,94.76,7.68,
1873.12,12.18,101.25,7.56,
1874.01,12.37,105.10,7.44,
1874.02,12.37,108.26,7.44,
1874.03,12.37,106.68,7.44,
1874.04,12.18,105.37,7.56,
1874.05,12.08,103.43,7.62,
1874.06,11.80,105.46,7.80,
1874.07,11.89,104.61,7.74,
1874.08,11.80,105.69,7.80,
1874.09,11.80,107.35,7.80,
1874.1,11.61,108.87,7.93,
1874.11,11.51,110.74,8.00,
1874.12,11.51,110.01,8.00,
1875.01,11.51,110.01,7.94,
1875.02,11.51,109.77,7.88,
1875.03,11.51,111.22,7.81,
1875.04,11.61,111.75,7.69,
1875.05,11.32,110.13,7.82,
1875.06,11.13,109.76,7.89,
1875.07,11.13,110.01,7.83,
1875.08,11.23,109.58,7.70,
1875.09,11.13,109.51,7.71,
1875.1,11.13,107.76,7.64,
1875.11,11.04,110.46,7.65,
1875.12,10.94,111.42,7.65,
1876.01,10.85,114.71,7.72,
1876.02,10.85,116.25,7.72,
1876.03,10.85,115.99,7.72,
1876.04,10.75,112.61,7.78,
1876.05,10.37,112.44,8.07,
1876.06,10.09,114.79,8.30,
1876.07,10.09,113.41,8.30,
1876.08,10.18,107.69,8.22,
1876.09,10.28,100.18,8.14,
1876.1,10.47,97.82,8.00,
1876.11,10.56,95.09,7.92,
1876.12,10.75,92.89,7.78,
1877.01,10.94,90.51,7.41,
1877.02,10.66,87.44,7.37,
1877.03,10.18,86.86,7.47,
1877.04,10.47,78.36,7.02,
1877.05,10.66,76.96,6.65,
1877.06,10.09,75.51,6.78,
1877.07,10.18,78.10,6.46,
1877.08,9.80,86.82,6.45,
1877.09,9.70,93.13,6.25,
1877.1,9.70,95.15,5.99,
1877.11,9.51,95.58,5.84,
1877.12,9.51,95.29,5.57,
1878.01,9.23,98.24,5.72,
1878.02,9.13,97.12,5.75,
1878.03,8.94,101.06,5.85,
1878.04,8.85,104.99,5.89,
1878.05,8.56,108.81,6.05,
1878.06,8.37,113.61,6.16,
1878.07,8.47,114.65,6.07,
1878.08,8.56,112.39,5.97,
1878.09,8.56,114.67,5.95,
1878.1,8.47,114.65,5.99,
1878.11,8.37,115.61,6.02,
1878.12,8.18,117.62,6.14,
1879.01,8.28,120.65,6.12,
1879.02,8.37,123.61,6.11,
1879.03,8.28,123.01,6.23,
1879.04,8.18,128.53,6.37,
1879.05,8.18,134.33,6.42,
1879.06,8.09,136.60,6.55,
1879.07,8.18,137.74,6.54,
1879.08,8.18,138.76,6.59,
1879.09,8.47,139.02,6.42,
1879.1,8.94,145.98,6.14,
1879.11,9.42,146.01,5.87,
1879.12,9.70,141.43,5.75,
1880.01,9.99,142.69,5.72,
1880.02,9.99,145.20,5.86,
1880.03,10.09,146.60,5.95,
1880.04,9.70,148.90,6.32,
1880.05,9.42,141.27,6.66,
1880.06,9.23,144.79,6.95,
1880.07,9.23,151.44,7.10,
1880.08,9.23,156.88,7.25,
1880.09,9.32,154.98,7.33,
1880.1,9.32,159.47,7.48,
1880.11,9.42,166.15,7.55,
1880.12,9.51,171.23,7.62,
1881.01,9.42,183.32,7.85,
1881.02,9.51,180.90,7.92,
1881.03,9.51,182.96,8.06,
1881.04,9.61,180.57,8.13,
1881.05,9.51,190.58,8.36,
1881.06,9.51,192.93,8.50,
1881.07,9.61,184.34,8.56,
1881.08,9.80,176.49,8.54,
1881.09,10.18,171.26,8.36,
1881.1,10.28,166.96,8.42,
1881.11,10.18,169.62,8.63,
1881.12,10.18,164.69,8.77,
1882.01,10.18,162.22,8.77,
1882.02,10.28,157.19,8.69,
1882.03,10.28,156.92,8.69,
1882.04,10.37,155.48,8.61,
1882.05,10.47,152.20,8.53,
1882.06,10.56,150.03,8.45,
1882.07,10.47,159.93,8.53,
1882.08,10.56,163.24,8.45,
1882.09,10.28,169.40,8.69,
1882.1,10.18,166.33,8.77,
1882.11,10.09,160.71,8.85,
1882.12,9.99,163.07,8.94,
1883.01,9.99,162.24,8.96,
1883.02,10.09,157.11,8.90,
1883.03,9.99,160.56,9.01,
1883.04,9.90,165.49,9.11,
1883.05,9.80,164.25,9.23,
1883.06,9.51,170.64,9.53,
1883.07,9.32,171.43,9.75,
1883.08,9.32,163.65,9.77,
1883.09,9.23,167.16,9.90,
1883.1,9.23,162.62,9.92,
1883.11,9.13,166.76,10.05,
1883.12,9.23,161.41,9.97,
1884.01,9.23,156.58,9.92,
1884.02,9.23,160.81,9.88,
1884.03,9.23,160.20,9.82,
1884.04,9.04,156.17,9.98,
1884.05,8.85,146.60,10.14,
1884.06,8.85,140.61,10.09,
1884.07,8.75,142.14,10.14,
1884.08,8.75,151.06,10.09,
1884.09,8.66,147.89,10.15,
1884.1,8.56,144.65,10.21,
1884.11,8.37,144.93,10.39,
1884.12,8.28,146.26,10.45,
1885.01,8.28,142.89,10.25,
1885.02,8.37,145.60,9.94,
1885.03,8.18,149.33,9.97,
1885.04,8.28,147.27,9.66,
1885.05,8.09,149.01,9.69,
1885.06,7.90,151.90,9.71,
1885.07,7.99,155.68,9.40,
1885.08,7.99,164.40,9.19,
1885.09,7.90,164.26,9.10,
1885.1,7.90,173.80,8.89,
1885.11,7.99,182.90,8.58,
1885.12,8.18,177.28,8.18,
1886.01,7.99,181.50,8.32,
1886.02,7.99,185.00,8.26,
1886.03,7.90,183.34,8.30,
1886.04,7.80,183.07,8.34,
1886.05,7.61,183.98,8.49,
1886.06,7.52,194.85,8.54,
1886.07,7.61,195.34,8.37,
1886.08,7.71,194.38,8.21,
1886.09,7.71,199.45,8.14,
1886.1,7.71,204.52,8.08,
1886.11,7.71,209.58,8.03,
1886.12,7.80,201.66,7.87,
1887.01,7.99,194.77,7.77,
1887.02,8.09,191.10,7.76,
1887.03,8.09,195.58,7.85,
1887.04,8.09,200.07,7.93,
1887.05,8.09,203.52,8.02,
1887.06,7.99,200.00,8.20,
1887.07,7.90,197.47,8.39,
1887.08,7.99,190.23,8.38,
1887.09,7.90,190.05,8.57,
1887.1,7.99,181.50,8.55,
1887.11,8.09,182.82,8.54,
1887.12,8.28,177.61,8.43,
1888.01,8.37,176.92,8.27,
1888.02,8.28,177.94,8.31,
1888.03,8.28,171.20,8.26,
1888.04,8.18,173.87,8.29,
1888.05,8.09,178.33,8.34,
1888.06,7.99,174.87,8.38,
1888.07,8.09,177.30,8.22,
1888.08,8.09,181.09,8.16,
1888.09,8.09,185.58,8.11,
1888.1,8.18,182.40,7.95,
1888.11,8.28,176.59,7.81,
1888.12,8.28,173.22,7.75,
1889.01,7.99,182.90,8.00,
1889.02,7.90,187.22,8.06,
1889.03,7.80,185.57,8.13,
1889.04,7.80,185.22,8.11,
1889.05,7.61,194.98,8.28,
1889.06,7.61,198.28,8.25,
1889.07,7.61,194.25,8.22,
1889.08,7.61,196.81,8.18,
1889.09,7.71,199.09,8.05,
1889.1,7.71,195.47,8.03,
1889.11,7.71,193.66,7.99,
1889.12,7.80,190.22,7.87,
1890.01,7.61,197.18,8.06,
1890.02,7.61,194.98,8.06,
1890.03,7.61,193.51,8.06,
1890.04,7.61,197.54,8.06,
1890.05,7.71,203.43,7.96,
1890.06,7.71,201.98,7.96,
1890.07,7.71,200.53,7.96,
1890.08,7.99,188.83,7.68,
1890.09,8.09,183.51,7.59,
1890.1,8.09,175.23,7.59,
1890.11,7.90,166.38,7.77,
1890.12,7.90,162.50,7.77,
1891.01,7.80,173.06,7.87,
1891.02,7.90,173.09,7.77,
1891.03,7.99,167.89,7.68,
1891.04,8.09,171.44,7.59,
1891.05,7.99,172.78,7.68,
1891.06,7.80,173.42,7.87,
1891.07,7.71,172.66,7.96,
1891.08,7.71,178.45,7.96,
1891.09,7.61,195.34,8.06,
1891.1,7.61,195.34,8.06,
1891.11,7.52,194.85,8.17,
1891.12,7.52,200.79,8.17,
1892.01,7.33,209.81,8.44,
1892.02,7.33,210.19,8.50,
1892.03,7.14,218.14,8.80,
1892.04,7.04,220.69,8.98,
1892.05,7.04,220.69,9.05,
1892.06,7.04,219.50,9.11,
1892.07,7.23,213.73,8.94,
1892.08,7.33,214.00,8.88,
1892.09,7.33,208.67,8.95,
1892.1,7.33,212.86,9.01,
1892.11,7.52,206.72,8.84,
1892.12,7.61,201.94,8.80,
1893.01,7.90,198.18,8.51,
1893.02,7.99,192.33,8.44,
1893.03,7.80,189.87,8.67,
1893.04,7.71,192.21,8.81,
1893.05,7.61,177.39,8.95,
1893.06,7.42,173.29,9.21,
1893.07,7.23,161.26,9.48,
1893.08,6.95,163.87,9.91,
1893.09,7.23,168.59,9.55,
1893.1,7.33,171.35,9.45,
1893.11,7.14,178.66,9.74,
1893.12,7.04,174.73,9.91,
1894.01,6.85,175.92,10.05,
1894.02,6.76,180.88,10.05,
1894.03,6.57,191.64,10.20,
1894.04,6.57,194.19,10.06,
1894.05,6.57,186.97,9.91,
1894.06,6.57,184.42,9.77,
1894.07,6.57,180.59,9.63,
1894.08,6.76,182.11,9.22,
1894.09,6.85,182.44,8.96,
1894.1,6.66,181.78,9.08,
1894.11,6.66,181.78,8.93,
1894.12,6.57,182.72,8.92,
1895.01,6.57,180.59,8.85,
1895.02,6.57,178.04,8.78,
1895.03,6.57,178.04,8.71,
1895.04,6.85,177.96,8.28,
1895.05,6.95,185.16,8.10,
1895.06,7.04,186.22,7.92,
1895.07,6.95,189.58,7.96,
1895.08,6.85,195.06,8.01,
1895.09,6.85,196.28,7.94,
1895.1,6.85,193.43,7.87,
1895.11,6.85,186.92,7.81,
1895.12,6.76,178.40,7.85,
1896.01,6.66,178.85,7.92,
1896.02,6.57,189.09,8.00,
1896.03,6.57,186.12,7.97,
1896.04,6.47,190.58,8.05,
1896.05,6.37,192.55,8.13,
1896.06,6.28,191.91,8.22,
1896.07,6.28,179.47,8.18,
1896.08,6.28,169.26,8.14,
1896.09,6.28,178.14,8.11,
1896.1,6.47,176.78,7.83,
1896.11,6.66,183.46,7.57,
1896.12,6.66,176.76,7.54,
1897.01,6.47,181.96,7.76,
1897.02,6.47,180.23,7.76,
1897.03,6.47,180.66,7.76,
1897.04,6.37,177.67,7.88,
1897.05,6.28,181.25,8.00,
1897.06,6.28,189.69,8.00,
1897.07,6.28,198.13,8.00,
1897.08,6.57,201.84,7.65,
1897.09,6.76,205.65,7.43,
1897.1,6.66,201.89,7.54,
1897.11,6.66,194.77,7.54,
1897.12,6.66,198.96,7.54,
1898.01,6.66,204.40,7.61,
1898.02,6.76,201.11,7.57,
1898.03,6.76,192.03,7.64,
1898.04,6.76,188.72,7.71,
1898.05,7.23,187.88,7.26,
1898.06,6.76,208.96,7.85,
1898.07,6.66,212.78,8.03,
1898.08,6.66,220.74,8.10,
1898.09,6.66,220.32,8.17,
1898.1,6.66,215.71,8.24,
1898.11,6.66,222.83,8.31,
1898.12,6.76,233.32,8.26,
1899.01,6.76,251.08,8.29,
1899.02,6.95,253.44,8.10,
1899.03,6.95,257.05,8.13,
1899.04,7.04,256.75,8.06,
1899.05,7.04,246.05,8.09,
1899.06,7.14,237.30,8.01,
1899.07,7.23,242.28,7.94,
1899.08,7.33,245.22,7.87,
1899.09,7.61,233.46,7.60,
1899.1,7.71,229.49,7.54,
1899.11,7.80,230.98,7.48,
1899.12,7.90,212.66,7.42,
1900.01,7.90,215.48,7.68,
1900.02,7.99,216.76,7.85,
1900.03,7.99,218.50,8.12,
1900.04,7.99,221.30,8.38,
1900.05,7.80,215.97,8.85,
1900.06,7.71,212.12,9.23,
1900.07,7.80,209.53,9.39,
1900.08,7.71,215.01,9.77,
1900.09,7.80,207.39,9.92,
1900.1,7.71,217.55,10.32,
1900.11,7.71,234.56,10.59,
1900.12,7.61,251.79,11.00,
1901.01,7.71,255.92,10.92,
1901.02,7.61,265.71,11.12,
1901.03,7.61,275.24,11.18,
1901.04,7.52,302.11,11.38,
1901.05,7.52,286.89,11.44,
1901.06,7.52,315.47,11.51,
1901.07,7.61,290.63,11.42,
1901.08,7.71,291.03,11.34,
1901.09,7.80,286.05,11.26,
1901.1,7.80,282.83,11.32,
1901.11,7.90,285.43,11.24,
1901.12,7.99,277.49,11.17,
1902.01,7.90,286.84,11.33,
1902.02,7.90,289.31,11.36,
1902.03,7.90,289.67,11.39,
1902.04,7.99,295.99,11.28,
1902.05,8.09,291.82,11.18,
1902.06,8.18,286.72,11.08,
1902.07,8.18,293.20,11.11,
1902.08,8.09,304.58,11.27,
1902.09,8.18,301.72,11.17,
1902.1,8.75,273.12,10.46,
1902.11,8.47,271.46,10.85,
1902.12,8.56,262.25,10.75,
1903.01,8.66,272.58,10.69,
1903.02,8.66,270.97,10.74,
1903.03,8.37,269.21,11.16,
1903.04,8.37,258.22,11.22,
1903.05,8.18,259.11,11.53,
1903.06,8.18,244.79,11.59,
1903.07,8.18,233.54,11.65,
1903.08,8.18,226.04,11.70,
1903.09,8.28,218.05,11.63,
1903.1,8.18,213.42,11.82,
1903.11,8.09,216.62,12.01,
1903.12,8.09,226.63,12.07,
1904.01,8.28,225.12,11.68,
1904.02,8.47,214.14,11.31,
1904.03,8.37,215.90,11.33,
1904.04,8.28,223.78,11.35,
1904.05,8.09,224.21,11.50,
1904.06,8.09,224.56,11.38,
1904.07,8.09,233.87,11.27,
1904.08,8.18,238.99,11.02,
1904.09,8.28,246.69,10.78,
1904.1,8.28,261.18,10.67,
1904.11,8.47,269.15,10.32,
1904.12,8.47,271.79,10.21,
1905.01,8.47,277.72,10.27,
1905.02,8.47,289.91,10.32,
1905.03,8.37,301.53,10.50,
1905.04,8.37,297.86,10.55,
1905.05,8.28,286.46,10.73,
1905.06,8.28,289.83,10.78,
1905.07,8.28,298.93,10.84,
1905.08,8.37,306.53,10.77,
1905.09,8.28,311.06,10.95,
1905.1,8.28,315.44,11.01,
1905.11,8.37,310.19,10.94,
1905.12,8.47,314.29,10.87,
1906.01,8.47,325.16,11.06,
1906.02,8.47,322.85,11.26,
1906.03,8.47,314.94,11.45,
1906.04,8.47,310.66,11.64,
1906.05,8.56,299.06,11.70,
1906.06,8.56,302.97,11.89,
1906.07,8.28,305.33,12.50,
1906.08,8.47,320.54,12.41,
1906.09,8.56,326.76,12.46,
1906.1,8.75,310.09,12.37,
1906.11,8.85,313.06,12.43,
1906.12,8.94,306.93,12.48,
1907.01,8.85,301.40,12.71,
1907.02,9.04,285.79,12.55,
1907.03,8.94,260.45,12.79,
1907.04,8.94,261.70,12.89,
1907.05,9.13,247.39,12.73,
1907.06,9.23,236.98,12.70,
1907.07,9.23,246.05,12.80,
1907.08,9.23,227.61,12.90,
1907.09,9.23,225.19,13.00,
1907.1,9.32,198.66,12.96,
1907.11,8.94,194.95,13.62,
1907.12,8.75,209.38,14.02,
1908.01,8.66,220.71,14.07,
1908.02,8.56,215.01,14.12,
1908.03,8.56,223.81,14.01,
1908.04,8.66,233.27,13.75,
1908.05,8.66,245.84,13.64,
1908.06,8.66,246.16,13.53,
1908.07,8.75,252.41,13.28,
1908.08,8.75,263.24,13.17,
1908.09,8.75,260.37,13.07,
1908.1,8.85,260.73,12.82,
1908.11,8.94,275.42,12.58,
1908.12,9.04,278.69,12.35,
1909.01,8.94,282.60,12.58,
1909.02,9.04,271.60,12.55,
1909.03,9.04,275.30,12.65,
1909.04,9.23,281.72,12.49,
1909.05,9.32,288.11,12.47,
1909.06,9.42,290.24,12.44,
1909.07,9.42,294.38,12.54,
1909.08,9.51,298.48,12.51,
1909.09,9.61,295.81,12.48,
1909.1,9.80,291.21,12.33,
1909.11,9.90,287.00,12.31,
1909.12,9.99,287.61,12.29,
1910.01,9.90,284.18,12.48,
1910.02,9.90,274.03,12.55,
1910.03,10.09,275.50,12.38,
1910.04,10.18,266.35,12.33,
1910.05,9.99,266.95,12.64,
1910.06,9.90,256.55,12.83,
1910.07,9.90,243.58,12.90,
1910.08,9.80,251.92,13.09,
1910.09,9.70,256.12,13.29,
1910.1,9.42,276.02,13.77,
1910.11,9.23,281.41,14.13,
1910.12,9.23,273.55,14.21,
1911.01,9.23,280.20,14.21,
1911.02,8.94,294.14,14.66,
1911.03,9.04,287.64,14.51,
1911.04,8.75,295.75,14.98,
1911.05,8.75,302.12,14.98,
1911.06,8.75,308.18,14.98,
1911.07,8.85,303.61,14.82,
1911.08,9.13,280.07,14.35,
1911.09,9.23,262.07,14.21,
1911.1,9.23,263.58,14.21,
1911.11,9.13,277.01,14.35,
1911.12,9.04,281.16,14.51,
1912.01,9.13,278.54,14.38,
1912.02,9.23,273.25,14.26,
1912.03,9.42,275.43,13.99,
1912.04,9.70,275.67,13.61,
1912.05,9.70,275.38,13.63,
1912.06,9.61,278.11,13.79,
1912.07,9.61,278.40,13.81,
1912.08,9.70,281.99,13.70,
1912.09,9.80,280.68,13.59,
1912.1,9.80,280.11,13.62,
1912.11,9.80,276.97,13.64,
1912.12,9.70,269.63,13.80,
1913.01,9.80,264.73,13.66,
1913.02,9.80,255.34,13.66,
1913.03,9.80,250.50,13.66,
1913.04,9.80,250.22,13.66,
1913.05,9.70,245.89,13.80,
1913.06,9.80,231.14,13.66,
1913.07,9.90,231.91,13.53,
1913.08,9.90,238.11,13.53,
1913.09,10.00,237.96,13.39,
1913.1,10.00,230.43,13.39,
1913.11,10.10,222.35,13.26,
1913.12,10.00,224.29,13.39,
1914.01,10.00,233.50,13.25,
1914.02,9.90,238.95,13.24,
1914.03,9.90,234.45,13.10,
1914.04,9.80,231.14,13.09,
1914.05,9.90,230.22,12.82,
1914.06,9.90,229.09,12.68,
1914.07,10.00,214.25,12.41,
1914.08,10.20,210.05,12.03,
1914.09,10.20,210.05,11.90,
1914.1,10.10,212.13,11.88,
1914.11,10.20,210.05,11.62,
1914.12,10.10,203.01,11.60,
1915.01,10.10,206.60,11.62,
1915.02,10.00,205.88,11.76,
1915.03,9.90,213.31,11.91,
1915.04,10.00,227.08,11.81,
1915.05,10.10,219.58,11.72,
1915.06,10.10,222.07,11.74,
1915.07,10.10,221.24,11.76,
1915.08,10.10,230.63,11.79,
1915.09,10.10,239.19,11.81,
1915.1,10.20,249.98,11.71,
1915.11,10.30,256.22,11.62,
1915.12,10.30,256.76,11.65,
1916.01,10.40,250.27,11.82,
1916.02,10.40,246.78,12.12,
1916.03,10.50,243.63,12.29,
1916.04,10.60,238.70,12.46,
