Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1896.07,4.04,0.18,0.23,6.28,1896.54,3.50,165.02,7.52,9.26,16.64
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,155.63,7.49,9.12,15.70
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,163.79,7.45,8.99,16.54
1896.1,4.10,0.18,0.22,6.47,1896.79,3.45,162.54,7.20,8.59,16.44
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,168.68,6.96,8.21,17.09
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,162.52,6.93,8.09,16.50
1897.01,4.22,0.18,0.22,6.47,1897.04,3.40,167.30,7.14,8.65,17.03
1897.02,4.18,0.18,0.23,6.47,1897.12,3.40,165.72,7.14,8.99,16.89
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,166.11,7.14,9.32,16.96
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,163.36,7.24,9.79,16.70
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,166.65,7.35,10.28,17.05
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,174.41,7.35,10.62,17.85
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,182.18,7.35,10.96,18.65
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,185.58,7.03,10.81,19.01
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,189.09,6.83,10.82,19.37
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,185.63,6.93,11.30,19.03
1897.11,4.65,0.18,0.30,6.66,1897.87,3.36,179.08,6.93,11.62,18.36
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,182.93,6.93,11.94,18.75
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,187.94,7.00,12.07,19.25
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,184.91,6.96,12.03,18.92
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,176.56,7.02,12.15,18.04
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,173.52,7.09,12.28,17.71
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,172.75,6.68,11.59,17.60
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,192.13,7.21,12.53,19.54
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,195.64,7.38,12.84,19.86
1898.08,5.27,0.19,0.34,6.66,1898.62,3.20,202.96,7.44,12.97,20.54
1898.09,5.26,0.20,0.34,6.66,1898.71,3.18,202.58,7.51,13.09,20.44
1898.1,5.15,0.20,0.34,6.66,1898.79,3.16,198.34,7.58,13.22,19.95
1898.11,5.32,0.20,0.35,6.66,1898.87,3.14,204.89,7.64,13.35,20.53
1898.12,5.65,0.20,0.35,6.76,1898.96,3.12,214.53,7.59,13.29,21.40
1899.01,6.08,0.20,0.36,6.76,1899.04,3.10,230.86,7.62,13.70,22.93
1899.02,6.31,0.20,0.37,6.95,1899.12,3.10,233.03,7.45,13.73,23.05
1899.03,6.40,0.20,0.38,6.95,1899.21,3.11,236.35,7.48,14.13,23.28
1899.04,6.48,0.20,0.39,7.04,1899.29,3.11,236.07,7.41,14.33,23.15
1899.05,6.21,0.20,0.40,7.04,1899.37,3.12,226.23,7.44,14.73,22.09
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,218.19,7.37,14.92,21.21
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,222.76,7.30,15.10,21.56
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,225.47,7.24,15.29,21.73
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,214.66,6.99,15.08,20.59
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,211.01,6.93,15.25,20.15
1899.11,6.46,0.21,0.47,7.80,1899.87,3.14,212.38,6.88,15.43,20.20
1899.12,6.02,0.21,0.48,7.90,1899.96,3.15,195.53,6.82,15.59,18.51
1900.01,6.10,0.22,0.48,7.90,1900.04,3.15,198.13,7.06,15.59,18.67
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,199.30,7.22,15.40,18.70
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,200.91,7.46,15.40,18.78
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,203.47,7.70,15.40,18.94
1900.05,6.04,0.25,0.48,7.80,1900.37,3.13,198.57,8.14,15.78,18.40
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,195.03,8.49,15.98,17.99
1900.07,5.86,0.26,0.48,7.80,1900.54,3.13,192.66,8.63,15.78,17.69
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,197.70,8.99,15.98,18.07
1900.09,5.80,0.28,0.48,7.80,1900.71,3.12,190.68,9.12,15.78,17.34
1900.1,6.01,0.29,0.48,7.71,1900.79,3.11,200.03,9.49,15.98,18.10
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,215.67,9.74,15.98,19.42
1900.12,6.87,0.30,0.48,7.61,1900.96,3.10,231.51,10.11,16.18,20.74
1901.01,7.07,0.30,0.48,7.71,1901.04,3.10,235.31,10.04,16.03,20.98
1901.02,7.25,0.30,0.48,7.61,1901.12,3.11,244.31,10.22,16.29,21.68
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,253.07,10.28,16.34,22.35
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,277.78,10.47,16.61,24.41
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,263.79,10.52,16.66,23.06
1901.06,8.50,0.31,0.49,7.52,1901.46,3.13,290.06,10.58,16.72,25.24
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,267.23,10.50,16.57,23.14
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,267.59,10.43,16.42,23.08
1901.09,8.00,0.32,0.50,7.80,1901.71,3.15,263.01,10.36,16.27,22.59
1901.1,7.91,0.32,0.50,7.80,1901.79,3.16,260.05,10.41,16.33,22.25
1901.11,8.08,0.32,0.50,7.90,1901.87,3.17,262.44,10.34,16.18,22.38
1901.12,7.95,0.32,0.50,7.99,1901.96,3.17,255.14,10.27,16.05,21.68
1902.01,8.12,0.32,0.51,7.90,1902.04,3.18,263.74,10.42,16.59,22.34
1902.02,8.19,0.32,0.52,7.90,1902.12,3.19,266.01,10.45,16.94,22.46
1902.03,8.20,0.32,0.53,7.90,1902.21,3.20,266.34,10.47,17.30,22.41
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,272.15,10.38,17.44,22.82
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,268.32,10.28,17.58,22.43
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,263.63,10.19,17.71,21.96
1902.07,8.60,0.33,0.58,8.18,1902.54,3.24,269.59,10.21,18.05,22.39
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,280.05,10.36,18.61,23.17
1902.09,8.85,0.33,0.60,8.18,1902.71,3.26,277.42,10.27,18.73,22.86
1902.1,8.57,0.33,0.61,8.75,1902.79,3.27,251.13,9.62,17.82,20.60
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,249.60,9.97,18.76,20.41
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,241.13,9.88,18.87,19.63
1903.01,8.46,0.33,0.62,8.66,1903.04,3.30,250.63,9.83,18.42,20.32
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,249.15,9.87,18.17,20.11
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,247.53,10.26,18.53,19.88
1903.04,7.75,0.34,0.60,8.37,1903.29,3.33,237.42,10.31,18.28,18.98
1903.05,7.60,0.34,0.59,8.18,1903.37,3.33,238.24,10.60,18.44,18.95
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,225.07,10.66,18.18,17.82
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,214.73,10.71,17.92,16.92
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,207.83,10.76,17.66,16.30
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,200.49,10.69,17.20,15.65
1903.1,6.26,0.35,0.55,8.18,1903.79,3.38,196.23,10.87,17.14,15.25
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,199.18,11.05,17.07,15.41
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,208.37,11.10,16.81,16.04
1904.01,6.68,0.35,0.53,8.28,1904.04,3.40,206.99,10.74,16.32,15.86
1904.02,6.50,0.34,0.52,8.47,1904.12,3.41,196.89,10.40,15.85,15.02
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,198.51,10.42,15.93,15.08
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,205.75,10.43,16.01,15.57
1904.05,6.50,0.33,0.51,8.09,1904.37,3.43,206.15,10.57,16.28,15.53
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,206.47,10.47,16.18,15.47
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,215.03,10.36,16.07,16.04
1904.08,7.01,0.32,0.50,8.18,1904.62,3.45,219.74,10.13,15.78,16.30
1904.09,7.32,0.32,0.50,8.28,1904.71,3.45,226.82,9.92,15.49,16.74
1904.1,7.75,0.32,0.50,8.28,1904.79,3.46,240.15,9.81,15.39,17.63
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,247.48,9.49,14.94,18.08
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,249.90,9.39,14.84,18.16
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,255.35,9.44,15.30,18.46
1905.02,8.80,0.31,0.52,8.47,1905.12,3.48,266.56,9.49,15.75,19.17
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,277.24,9.65,16.39,19.83
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,273.87,9.70,16.85,19.48
1905.05,8.50,0.32,0.57,8.28,1905.37,3.46,263.39,9.86,17.51,18.63
1905.06,8.60,0.32,0.58,8.28,1905.46,3.46,266.49,9.92,17.97,18.74
1905.07,8.87,0.32,0.60,8.28,1905.54,3.46,274.85,9.97,18.44,19.21
1905.08,9.20,0.32,0.61,8.37,1905.62,3.45,281.84,9.90,18.69,19.57
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,286.01,10.07,19.37,19.74
1905.1,9.36,0.33,0.64,8.28,1905.79,3.44,290.04,10.12,19.83,19.90
1905.11,9.31,0.33,0.66,8.37,1905.87,3.44,285.21,10.06,20.07,19.44
1905.12,9.54,0.33,0.67,8.47,1905.96,3.43,288.97,10.00,20.29,19.58
1906.01,9.87,0.34,0.68,8.47,1906.04,3.43,298.97,10.17,20.52,20.13
1906.02,9.80,0.34,0.69,8.47,1906.12,3.45,296.85,10.35,20.75,19.87
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,289.58,10.53,20.98,19.26
1906.04,9.43,0.35,0.70,8.47,1906.29,3.49,285.64,10.70,21.20,18.88
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,274.98,10.76,21.19,18.05
1906.06,9.30,0.37,0.72,8.56,1906.46,3.53,278.57,10.93,21.42,18.17
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,280.74,11.49,22.39,18.20
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,294.73,11.41,22.11,18.97
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,300.44,11.46,22.09,19.20
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,285.12,11.38,21.83,18.10
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,287.85,11.43,21.81,18.14
1906.12,9.84,0.40,0.76,8.94,1906.96,3.65,282.21,11.47,21.80,17.66
1907.01,9.56,0.40,0.75,8.85,1907.04,3.67,277.12,11.69,21.79,17.22
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,262.78,11.54,21.09,16.22
1907.03,8.35,0.41,0.74,8.94,1907.21,3.70,239.47,11.76,21.08,14.69
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,240.62,11.85,20.84,14.67
1907.05,8.10,0.42,0.72,9.13,1907.37,3.74,227.46,11.70,20.17,13.79
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,217.89,11.67,19.73,13.14
1907.07,8.14,0.42,0.70,9.23,1907.54,3.77,226.23,11.76,19.50,13.59
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,209.28,11.86,19.27,12.51
1907.09,7.45,0.43,0.69,9.23,1907.71,3.80,207.05,11.95,19.04,12.33
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,182.66,11.92,18.62,10.83
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,179.25,12.52,19.17,10.59
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,192.52,12.89,19.34,11.33
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,202.93,12.94,19.35,11.90
1908.02,6.60,0.43,0.65,8.56,1908.12,3.86,197.70,12.98,19.37,11.55
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,205.78,12.88,19.17,11.98
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,214.48,12.64,18.76,12.45
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,226.04,12.54,18.57,13.08
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,226.33,12.44,18.37,13.05
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,232.08,12.21,17.97,13.35
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,242.04,12.11,17.78,13.88
1908.09,8.17,0.41,0.60,8.75,1908.71,3.80,239.40,12.01,17.58,13.70
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,239.73,11.79,17.20,13.69
1908.11,8.83,0.40,0.59,8.94,1908.87,3.78,253.24,11.57,16.83,14.44
1908.12,9.03,0.40,0.58,9.04,1908.96,3.77,256.25,11.35,16.46,14.58
1909.01,9.06,0.40,0.60,8.94,1909.04,3.76,259.84,11.57,17.06,14.76
1909.02,8.80,0.41,0.61,9.04,1909.12,3.77,249.72,11.54,17.31,14.17
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,253.13,11.63,17.74,14.34
1909.04,9.32,0.41,0.64,9.23,1909.29,3.80,259.03,11.49,17.79,14.65
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,264.91,11.46,18.02,14.95
1909.06,9.80,0.42,0.67,9.42,1909.46,3.82,266.86,11.44,18.24,15.04
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,270.68,11.53,18.65,15.23
1909.08,10.18,0.43,0.70,9.51,1909.62,3.85,274.44,11.50,18.87,15.42
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,271.99,11.48,19.08,15.25
1909.1,10.23,0.43,0.73,9.80,1909.79,3.87,267.75,11.34,19.11,14.99
1909.11,10.18,0.44,0.75,9.90,1909.87,3.89,263.88,11.32,19.31,14.75
1909.12,10.30,0.44,0.76,9.99,1909.96,3.90,264.45,11.30,19.51,14.75
1910.01,10.08,0.44,0.76,9.90,1910.04,3.91,261.29,11.47,19.64,14.55
1910.02,9.72,0.45,0.76,9.90,1910.12,3.92,251.96,11.54,19.57,14.00
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,253.31,11.38,19.14,14.05
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,244.90,11.34,18.90,13.56
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,245.45,11.62,19.19,13.57
1910.06,9.10,0.46,0.75,9.90,1910.46,3.94,235.89,11.79,19.31,13.02
1910.07,8.64,0.46,0.74,9.90,1910.54,3.95,223.96,11.86,19.25,12.34
1910.08,8.85,0.46,0.74,9.80,1910.62,3.95,231.64,12.04,19.37,12.75
1910.09,8.91,0.46,0.74,9.70,1910.71,3.96,235.49,12.22,19.49,12.94
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,253.79,12.66,20.01,13.92
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,258.75,12.99,20.36,14.16
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,251.52,13.06,20.29,13.74
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,257.64,13.06,19.96,14.05
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,270.45,13.48,20.27,14.72
1911.03,9.32,0.47,0.70,9.04,1911.21,3.99,264.48,13.34,19.72,14.37
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,271.93,13.77,20.02,14.75
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,277.79,13.77,19.68,15.05
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,283.36,13.77,19.34,15.33
1911.07,9.63,0.47,0.65,8.85,1911.54,4.00,279.15,13.62,18.79,15.08
1911.08,9.17,0.47,0.64,9.13,1911.62,4.00,257.51,13.20,17.88,13.90
1911.09,8.67,0.47,0.63,9.23,1911.71,4.00,240.96,13.06,17.37,13.00
1911.1,8.72,0.47,0.61,9.23,1911.79,4.00,242.35,13.06,17.05,13.07
1911.11,9.07,0.47,0.60,9.13,1911.87,4.01,254.70,13.20,16.90,13.73
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,258.52,13.34,16.74,13.93
1912.01,9.12,0.47,0.60,9.13,1912.04,4.01,256.11,13.22,16.83,13.79
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,251.24,13.11,16.91,13.53
1912.03,9.30,0.47,0.62,9.42,1912.21,4.08,253.25,12.87,16.82,13.64
1912.04,9.59,0.47,0.63,9.70,1912.29,4.12,253.46,12.51,16.56,13.65
1912.05,9.58,0.47,0.64,9.70,1912.37,4.16,253.20,12.53,16.80,13.65
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,255.71,12.68,17.22,13.79
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,255.97,12.70,17.46,13.80
1912.08,9.81,0.48,0.66,9.70,1912.62,4.27,259.28,12.60,17.53,13.98
1912.09,9.86,0.48,0.67,9.80,1912.71,4.30,258.07,12.50,17.60,13.93
1912.1,9.84,0.48,0.68,9.80,1912.79,4.34,257.55,12.52,17.84,13.91
1912.11,9.73,0.48,0.69,9.80,1912.87,4.38,254.67,12.54,18.08,13.75
1912.12,9.38,0.48,0.70,9.70,1912.96,4.41,247.91,12.69,18.50,13.39
1913.01,9.30,0.48,0.69,9.80,1913.04,4.45,243.41,12.56,18.17,13.15
1913.02,8.97,0.48,0.69,9.80,1913.12,4.43,234.78,12.56,18.02,12.68
1913.03,8.80,0.48,0.68,9.80,1913.21,4.40,230.33,12.56,17.86,12.44
1913.04,8.79,0.48,0.68,9.80,1913.29,4.38,230.06,12.56,17.71,12.43
1913.05,8.55,0.48,0.67,9.70,1913.37,4.35,226.09,12.69,17.74,12.22
1913.06,8.12,0.48,0.67,9.80,1913.46,4.33,212.53,12.56,17.41,11.49
1913.07,8.23,0.48,0.66,9.90,1913.54,4.31,213.23,12.44,17.08,11.53
1913.08,8.45,0.48,0.65,9.90,1913.62,4.28,218.93,12.44,16.93,11.85
1913.09,8.53,0.48,0.65,10.00,1913.71,4.26,218.79,12.31,16.61,11.84
1913.1,8.26,0.48,0.64,10.00,1913.79,4.23,211.87,12.31,16.46,11.47
1913.11,8.05,0.48,0.64,10.10,1913.87,4.21,204.44,12.19,16.15,11.07
1913.12,8.04,0.48,0.63,10.00,1913.96,4.18,206.23,12.31,16.16,11.17
1914.01,8.37,0.48,0.62,10.00,1914.04,4.16,214.69,12.18,15.92,11.64
1914.02,8.48,0.47,0.61,9.90,1914.12,4.17,219.71,12.18,15.85,11.91
1914.03,8.32,0.47,0.60,9.90,1914.21,4.17,215.56,12.05,15.61,11.69
1914.04,8.12,0.46,0.59,9.80,1914.29,4.18,212.53,12.04,15.53,11.52
1914.05,8.17,0.46,0.58,9.90,1914.37,4.19,211.68,11.79,15.14,11.48
1914.06,8.13,0.45,0.58,9.90,1914.46,4.19,210.64,11.66,14.90,11.43
1914.07,7.68,0.45,0.57,10.00,1914.54,4.20,196.99,11.41,14.51,10.69
1914.08,7.68,0.44,0.56,10.20,1914.62,4.21,193.13,11.06,14.00,10.49
1914.09,7.68,0.44,0.55,10.20,1914.71,4.21,193.13,10.94,13.77,10.50
1914.1,7.68,0.43,0.54,10.10,1914.79,4.22,195.04,10.92,13.67,10.61
1914.11,7.68,0.43,0.53,10.20,1914.87,4.23,193.13,10.69,13.31,10.52
1914.12,7.35,0.42,0.52,10.10,1914.96,4.23,186.66,10.67,13.21,10.17
1915.01,7.48,0.42,0.55,10.10,1915.04,4.24,189.96,10.69,13.97,10.36
1915.02,7.38,0.42,0.58,10.00,1915.12,4.22,189.30,10.82,14.88,10.33
1915.03,7.57,0.42,0.61,9.90,1915.21,4.21,196.13,10.95,15.80,10.71
1915.04,8.14,0.42,0.64,10.00,1915.29,4.19,208.79,10.86,16.42,11.40
1915.05,7.95,0.42,0.67,10.10,1915.37,4.18,201.90,10.77,17.02,11.03
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,204.18,10.79,17.78,11.15
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,203.42,10.81,18.54,11.11
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,212.06,10.84,19.30,11.58
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,219.93,10.86,20.06,12.01
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,229.84,10.77,20.62,12.55
1915.11,9.46,0.43,0.85,10.30,1915.87,4.08,235.58,10.69,21.17,12.86
1915.12,9.48,0.43,0.88,10.30,1915.96,4.07,236.08,10.71,21.91,12.88
1916.01,9.33,0.44,0.93,10.40,1916.04,4.05,230.11,10.87,23.04,12.54
1916.02,9.20,0.45,0.99,10.40,1916.12,4.07,226.90,11.14,24.37,12.35
1916.03,9.17,0.46,1.04,10.50,1916.21,4.08,224.01,11.30,25.45,12.18
1916.04,9.07,0.47,1.10,10.60,1916.29,4.10,219.48,11.45,26.55,11.91
1916.05,9.27,0.48,1.15,10.70,1916.37,4.11,222.22,11.61,27.59,12.03
1916.06,9.36,0.50,1.21,10.80,1916.46,4.13,222.30,11.76,28.62,12.00
1916.07,9.23,0.51,1.26,10.80,1916.54,4.14,219.21,12.01,29.90,11.79
1916.08,9.30,0.52,1.31,10.90,1916.62,4.16,218.85,12.16,30.90,11.73
1916.09,9.68,0.53,1.37,11.10,1916.71,4.17,223.69,12.19,31.61,11.94
1916.1,9.98,0.54,1.42,11.30,1916.79,4.19,226.54,12.22,32.28,12.05
1916.11,10.21,0.55,1.48,11.50,1916.87,4.20,227.73,12.25,32.92,12.05
1916.12,9.80,0.56,1.53,11.60,1916.96,4.22,216.70,12.38,33.83,11.41
1917.01,9.57,0.57,1.51,11.70,1917.04,4.23,209.80,12.51,33.08,10.99
1917.02,9.03,0.58,1.49,12.00,1917.12,4.26,193.02,12.43,31.81,10.06
1917.03,9.31,0.59,1.47,12.00,1917.21,4.29,199.00,12.66,31.38,10.33
1917.04,9.17,0.60,1.45,12.60,1917.29,4.32,186.68,12.28,29.46,9.64
1917.05,8.86,0.61,1.43,12.80,1917.37,4.34,177.55,12.31,28.58,9.14
1917.06,9.04,0.63,1.41,13.00,1917.46,4.37,178.37,12.33,27.72,9.15
1917.07,8.79,0.64,1.38,12.80,1917.54,4.40,176.14,12.74,27.73,9.00
1917.08,8.53,0.65,1.36,13.00,1917.62,4.43,168.30,12.76,26.89,8.57
1917.09,8.12,0.66,1.34,13.30,1917.71,4.46,156.60,12.68,25.90,7.95
1917.1,7.68,0.67,1.32,13.50,1917.79,4.49,145.92,12.70,25.12,7.39
1917.11,7.04,0.68,1.30,13.50,1917.87,4.51,133.76,12.90,24.72,6.75
1917.12,6.80,0.69,1.28,13.70,1917.96,4.54,127.31,12.92,23.96,6.41
1918.01,7.21,0.68,1.26,14.00,1918.04,4.57,132.10,12.46,23.01,6.64
1918.02,7.43,0.67,1.23,14.10,1918.12,4.56,135.16,12.19,22.41,6.78
1918.03,7.28,0.66,1.21,14.00,1918.21,4.56,133.38,12.09,22.13,6.69
1918.04,7.21,0.65,1.18,14.20,1918.29,4.55,130.24,11.74,21.37,6.52
1918.05,7.44,0.64,1.16,14.50,1918.37,4.55,131.61,11.32,20.50,6.58
1918.06,7.45,0.63,1.14,14.70,1918.46,4.54,129.99,10.99,19.80,6.50
1918.07,7.51,0.62,1.11,15.10,1918.54,4.54,127.57,10.53,18.87,6.37
1918.08,7.58,0.61,1.09,15.40,1918.62,4.53,126.25,10.16,18.10,6.30
1918.09,7.54,0.60,1.06,15.70,1918.71,4.52,123.19,9.80,17.37,6.15
1918.1,7.86,0.59,1.04,16.00,1918.79,4.52,126.01,9.46,16.64,6.29
1918.11,8.06,0.58,1.01,16.30,1918.87,4.51,126.83,9.13,15.96,6.33
1918.12,7.90,0.57,0.99,16.50,1918.96,4.51,122.81,8.86,15.39,6.13
1919.01,7.85,0.57,0.99,16.50,1919.04,4.50,122.03,8.81,15.31,6.10
1919.02,7.88,0.56,0.98,16.20,1919.12,4.54,124.77,8.92,15.52,6.24
1919.03,8.12,0.56,0.98,16.40,1919.21,4.58,127.00,8.76,15.25,6.36
1919.04,8.39,0.56,0.97,16.70,1919.29,4.62,128.86,8.55,14.90,6.46
1919.05,8.97,0.55,0.97,16.90,1919.37,4.66,136.14,8.40,14.65,6.83
1919.06,9.21,0.55,0.96,16.90,1919.46,4.70,139.78,8.35,14.57,7.02
1919.07,9.51,0.55,0.96,17.40,1919.54,4.74,140.19,8.06,14.08,7.05
1919.08,8.87,0.54,0.95,17.70,1919.62,4.77,128.54,7.87,13.77,6.48
1919.09,9.01,0.54,0.95,17.80,1919.71,4.81,129.84,7.78,13.62,6.56
1919.1,9.47,0.54,0.94,18.10,1919.79,4.85,134.20,7.61,13.32,6.79
1919.11,9.19,0.53,0.94,18.50,1919.87,4.89,127.42,7.39,12.96,6.47
1919.12,8.92,0.53,0.93,18.90,1919.96,4.93,121.06,7.19,12.62,6.16
1920.01,8.83,0.53,0.92,19.30,1920.04,4.97,117.35,7.02,12.22,5.99
1920.02,8.10,0.53,0.91,19.50,1920.12,4.98,106.55,6.93,11.95,5.46
1920.03,8.67,0.53,0.90,19.70,1920.21,4.99,112.89,6.84,11.69,5.80
1920.04,8.60,0.52,0.89,20.30,1920.29,5.00,108.67,6.61,11.20,5.60
1920.05,8.06,0.52,0.88,20.60,1920.37,5.01,100.36,6.50,10.90,5.19
1920.06,7.92,0.52,0.87,20.90,1920.46,5.02,97.20,6.38,10.62,5.04
1920.07,7.91,0.52,0.85,20.80,1920.54,5.03,97.54,6.39,10.53,5.08
1920.08,7.60,0.52,0.84,20.30,1920.62,5.04,96.03,6.53,10.66,5.02
1920.09,7.87,0.52,0.83,20.00,1920.71,5.05,100.93,6.60,10.68,5.30
1920.1,7.88,0.51,0.82,19.90,1920.79,5.06,101.57,6.62,10.59,5.35
1920.11,7.48,0.51,0.81,19.80,1920.87,5.07,96.90,6.63,10.50,5.13
1920.12,6.81,0.51,0.80,19.40,1920.96,5.08,90.04,6.74,10.58,4.78
1921.01,7.11,0.51,0.76,19.00,1921.04,5.09,95.99,6.83,10.23,5.12
1921.02,7.06,0.50,0.72,18.40,1921.12,5.02,98.42,6.99,9.97,5.27
1921.03,6.88,0.50,0.67,18.30,1921.21,4.96,96.43,6.97,9.43,5.19
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,97.92,6.99,8.93,5.30
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,103.18,7.09,8.51,5.61
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,95.46,7.07,7.94,5.22
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,94.63,6.97,7.28,5.20
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,93.47,6.91,6.67,5.16
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,96.88,6.93,6.12,5.38
